soc_code,onet_title,name_id,name_alt,relevance,note,sectors,job_zone,riasec_top,description
29-1224.00,Radiologists,Dokter Spesialis Radiologi,Sp.Rad; Radiolog,umum,,Healthcare,5,I,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests."
29-1229.00,"Physicians, All Other",Dokter Spesialis Lainnya,Other Physicians,umum,Kategori sisa (catch-all) untuk dokter spesialis lain.,Healthcare,,,All physicians not listed separately.
29-1229.01,Allergists and Immunologists,Dokter Spesialis Alergi Imunologi,Sp.AI,terbatas,"Subspesialis dari penyakit dalam/anak, jumlah praktisi masih sedikit.",Healthcare,5,I,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system."
29-1229.02,Hospitalists,Hospitalist,Dokter Jaga Ruangan,tidak_relevan,Tidak ada profesi terpisah 'hospitalist' di Indonesia; fungsi serupa dijalankan dokter jaga RS atau Sp.PD.,Healthcare,5,S,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment."
29-1229.03,Urologists,Dokter Spesialis Urologi,Sp.U,umum,,Healthcare,5,I,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands."
29-1229.04,Physical Medicine and Rehabilitation Physicians,Dokter Spesialis Kedokteran Fisik dan Rehabilitasi,Sp.KFR,umum,,Healthcare,5,I,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation."
29-1229.05,Preventive Medicine Physicians,Dokter Spesialis Kedokteran Komunitas,Sp.KKom; Preventive Medicine Physician,terbatas,perlu verifikasi nomenklatur gelar terkini; jumlah praktisi sedikit dan lebih banyak di institusi kesehatan masyarakat/akademik.,Healthcare,5,I,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of cl"
29-1229.06,Sports Medicine Physicians,Dokter Spesialis Kedokteran Olahraga,Sp.KO,terbatas,Spesialisasi resmi tapi jumlah praktisi masih sedikit.,Healthcare,5,I,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities."
29-1241.00,"Ophthalmologists, Except Pediatric",Dokter Spesialis Mata,Sp.M; Ophthalmologist,umum,,Healthcare,5,I,Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Dokter Spesialis Ortopedi dan Traumatologi,Sp.OT,umum,,Healthcare,5,I,Diagnose and perform surgery to treat and prevent rheumatic and other diseases in the musculoskeletal system.
29-1243.00,Pediatric Surgeons,Dokter Spesialis Bedah Anak,Sp.BA,terbatas,"Subspesialisasi bedah, jumlah praktisi sedikit dan terpusat di RS rujukan besar.",Healthcare,5,I,"Diagnose and perform surgery to treat fetal abnormalities and birth defects, diseases, and injuries in fetuses, premature and newborn infants, children, and adolescents. Includes all pediatric surgical specialties and subspecialties."
29-1249.00,"Surgeons, All Other",Dokter Spesialis Bedah Lainnya,Sp.B; Sp.BS; Sp.BTKV,umum,"Kategori sisa mencakup bedah umum, bedah saraf, bedah toraks kardiovaskular, dan subspesialisasi bedah lain.",Healthcare,,,All surgeons not listed separately.
29-1291.00,Acupuncturists,Akupunkturis,Terapis Akupunktur; Acupuncturist,terbatas,Bagian dari pengobatan tradisional/komplementer; ada juga dokter dengan sertifikasi akupunktur medik.,Healthcare,5,S,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies."
29-1292.00,Dental Hygienists,Terapis Gigi dan Mulut,Perawat Gigi; Dental Hygienist,umum,Nomenklatur resmi Kemenkes untuk tenaga D3/D4 Kesehatan Gigi yang menangani kebersihan dan perawatan gigi dasar.,Healthcare,3,S,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.
29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",Tenaga Kesehatan Pemberi Diagnosis/Pengobatan Lainnya,Other Healthcare Practitioners,umum,Kategori sisa (catch-all).,Healthcare,,,All healthcare diagnosing or treating practitioners not listed separately.
29-1299.01,Naturopathic Physicians,Dokter Naturopati,Naturopathic Physician,tidak_relevan,Naturopati tidak diregulasi sebagai profesi kedokteran resmi di Indonesia.,Healthcare,5,I,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies."
29-1299.02,Orthoptists,Ortoptis,Orthoptist,tidak_relevan,Tidak ada profesi terpisah ini di Indonesia; fungsinya dijalankan dokter spesialis mata atau refraksionis optisien.,Healthcare,5,I,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.
29-2011.00,Medical and Clinical Laboratory Technologists,Ahli Teknologi Laboratorium Medik,ATLM; Medical Laboratory Technologist,umum,ATLM adalah nomenklatur resmi Kemenkes untuk tenaga laboratorium medik jenjang D4/S1.,Healthcare,4,I,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff."
29-2011.01,Cytogenetic Technologists,Teknolog Sitogenetika,Cytogenetic Technologist,terbatas,"Subspesialisasi ATLM yang sangat niche, hanya di laboratorium rujukan/riset genetika tertentu.",Healthcare,4,I,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent "
29-2011.02,Cytotechnologists,Sitoteknologis,Cytotechnologist,terbatas,"Subspesialisasi ATLM di bidang sitologi, umumnya bekerja sama dengan Sp.PA di laboratorium patologi anatomi.",Healthcare,5,I,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices."
29-2011.04,Histotechnologists,Histoteknologis,Histotechnologist,terbatas,"Subspesialisasi ATLM di bidang histologi/jaringan, jumlah tenaga terbatas.",Healthcare,4,I,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist wi
29-2012.00,Medical and Clinical Laboratory Technicians,Ahli Teknologi Laboratorium Medik (Jenjang Teknisi),ATLM D3; Medical Laboratory Technician,umum,O*NET memisahkan technologist (S1/D4) dan technician (D3); di Indonesia keduanya umum disebut ATLM dengan jenjang pendidikan berbeda.,Healthcare,3,R,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist."
29-2012.01,Histology Technicians,Teknisi Histologi,Histology Technician,terbatas,Bagian dari ATLM dengan peminatan histologi/patologi anatomi.,Healthcare,3,R,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.
29-2031.00,Cardiovascular Technologists and Technicians,Teknisi Kardiovaskular,Perekam EKG; Cardiovascular Technician,terbatas,"Belum jadi profesi mandiri yang luas; fungsi sering dijalankan perawat, ATLM, atau radiografer terlatih.",Healthcare,3,R,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests."
29-2032.00,Diagnostic Medical Sonographers,Sonografer,Diagnostic Medical Sonographer,terbatas,"USG di Indonesia umumnya dilakukan langsung oleh dokter (radiolog/obgyn), belum umum sebagai profesi sonografer mandiri seperti di AS.",Healthcare,3,R,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.
29-2033.00,Nuclear Medicine Technologists,Radiografer Kedokteran Nuklir,Nuclear Medicine Technologist,terbatas,"Peminatan niche dari profesi Radiografer, hanya di RS dengan fasilitas kedokteran nuklir.",Healthcare|Energi & Pertambangan,3,R,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume"
29-2034.00,Radiologic Technologists and Technicians,Radiografer,Radiologic Technologist,umum,Nomenklatur resmi Kemenkes untuk tenaga rontgen/pencitraan diagnostik.,Healthcare,3,R,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.
29-2035.00,Magnetic Resonance Imaging Technologists,Radiografer MRI,MRI Technologist,terbatas,"Peminatan Radiografer di fasilitas dengan mesin MRI, hanya RS besar.",Healthcare,3,R,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table."
29-2036.00,Medical Dosimetrists,Fisikawan Medik (Dosimetri Radioterapi),Medical Dosimetrist,terbatas,"Jumlah tenaga sangat sedikit, hanya di pusat radioterapi RS rujukan kanker.",Healthcare,4,I,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team."
29-2042.00,Emergency Medical Technicians,Petugas Gawat Darurat,EMT; Paramedis Ambulans,terbatas,Tidak ada jenjang EMT terpisah seperti di AS; fungsi dijalankan perawat atau paramedis ambulans dengan pelatihan gawat darurat.,Healthcare,3,S,Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities.
29-2043.00,Paramedics,Paramedis,Paramedic,terbatas,Istilah 'paramedis' di Indonesia sering dipakai lebih luas untuk tenaga kesehatan non-dokter; jenjang sertifikasi paramedik ambulans spesifik seperti di AS belum terstandardisasi luas.,Healthcare,3,S,"Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals."
29-2051.00,Dietetic Technicians,Teknisi Gizi,Tenaga Pelaksana Gizi; Dietetic Technician,terbatas,"Umumnya digabung dengan jenjang Ahli Gizi D3, belum jadi kategori terpisah yang luas.",Healthcare,3,S,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals."
29-2052.00,Pharmacy Technicians,Tenaga Teknis Kefarmasian,TTK; Pharmacy Technician,umum,TTK adalah nomenklatur resmi Kemenkes.,Healthcare,3,C,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders."
29-2053.00,Psychiatric Technicians,Teknisi Psikiatri,Psychiatric Technician,tidak_relevan,Tidak ada profesi terpisah ini di Indonesia; fungsi dijalankan oleh Perawat Jiwa.,Healthcare,3,S,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with perso"
29-2055.00,Surgical Technologists,Instrumentator Bedah,Perawat Kamar Bedah; Surgical Technologist,terbatas,"Fungsi umumnya dijalankan perawat kamar bedah, belum jadi profesi mandiri bersertifikasi terpisah seperti CST di AS.",Healthcare,3,R,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors,"
29-2056.00,Veterinary Technologists and Technicians,Paramedis Veteriner,Teknisi Veteriner; Veterinary Technician,umum,Lulusan D3 Kesehatan Hewan/Paramedik Veteriner banyak bekerja di klinik dan RS hewan.,Healthcare,3,R,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize "
29-2057.00,Ophthalmic Medical Technicians,Refraksionis Optisien (Asisten Oftalmologi),Ophthalmic Medical Technician,terbatas,Overlap dengan Refraksionis Optisien; fungsi asisten klinik mata belum jadi kategori sertifikasi terpisah.,Healthcare,3,R,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses."
29-2061.00,Licensed Practical and Licensed Vocational Nurses,Perawat Vokasi (D3 Keperawatan),LPN; LVN,terbatas,Tidak ada jenjang lisensi terpisah seperti LPN/LVN di AS; pembedaan di Indonesia berdasarkan jenjang pendidikan (D3 vs Ners/S1) dalam satu profesi Perawat.,Healthcare,3,S,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required."
29-2072.00,Medical Records Specialists,Perekam Medis dan Informasi Kesehatan,PMIK; Medical Records Specialist,umum,PMIK adalah nomenklatur resmi Kemenkes.,Healthcare,3,C,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and e"
29-2081.00,"Opticians, Dispensing",Refraksionis Optisien,Optisien; Optician,umum,,Healthcare,3,C,"Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with faci"
29-2091.00,Orthotists and Prosthetists,Ortotis Prostetis,OP; Orthotist Prosthetist,terbatas,Profesi resmi (lulusan Poltekkes) tapi jumlah tenaga masih sangat sedikit.,Healthcare,5,R,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions."
29-2092.00,Hearing Aid Specialists,Spesialis Alat Bantu Dengar,Hearing Aid Specialist,terbatas,"Biasanya bagian dari layanan audiolog atau toko alat bantu dengar, belum jadi profesi berizin tersendiri.",Healthcare,3,S,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds."
29-2099.00,"Health Technologists and Technicians, All Other",Tenaga Teknis Kesehatan Lainnya,Other Health Technologists,umum,Kategori sisa (catch-all).,Healthcare,,,All health technologists and technicians not listed separately.
29-2099.01,Neurodiagnostic Technologists,Teknisi Neurodiagnostik,Teknisi EEG; Neurodiagnostic Technologist,terbatas,"Fungsi ini di Indonesia sering dijalankan perawat/ATLM/dokter terlatih, belum jadi profesi berdiri sendiri yang luas.",Healthcare,3,I,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies."
29-2099.05,Ophthalmic Medical Technologists,Teknolog Oftalmik,Refraksionis Optisien Lanjutan; Ophthalmic Medical Technologist,terbatas,"Jenjang lanjutan dari asisten klinik mata, overlap dengan Refraksionis Optisien.",Healthcare,3,R,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medic"
29-2099.08,Patient Representatives,Petugas Layanan Pasien,Customer Service RS; Patient Representative,umum,Umum ada di RS/klinik sebagai bagian humas atau layanan pelanggan.,Healthcare,3,S,"Assist patients in obtaining services, understanding policies and making health care decisions."
29-9021.00,Health Information Technologists and Medical Registrars,Analis Informasi Kesehatan,Perekam Medis dan Informasi Kesehatan; Health Information Technologist,terbatas,"Overlap dengan PMIK, tapi peran ini lebih ke analisis sistem/data kesehatan (health informatics), jumlah tenaga masih sedikit.",Healthcare,3,C,"Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to pr"
29-9091.00,Athletic Trainers,Fisioterapis Olahraga,Athletic Trainer,terbatas,Belum ada profesi 'athletic trainer' bersertifikasi terpisah seperti di AS; fungsi dijalankan fisioterapis olahraga atau pelatih fisik.,Healthcare,5,S,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care."
29-9092.00,Genetic Counselors,Konselor Genetik,Genetic Counselor,terbatas,"Profesi baru berkembang di Indonesia, jumlah praktisi sangat sedikit dan hanya di sejumlah RS/lab genetika besar.",Healthcare,5,I,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed d"
29-9093.00,Surgical Assistants,Asisten Bedah,Surgical Assistant,terbatas,"Fungsi umumnya dijalankan perawat kamar bedah atau dokter residen, belum jadi profesi mandiri bersertifikasi terpisah.",Healthcare,3,R,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, a"
29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",Tenaga Kesehatan Lainnya,Other Healthcare Practitioners,umum,Kategori sisa (catch-all).,Healthcare,,,All healthcare practitioners and technical workers not listed separately.
29-9099.01,Midwives,Bidan,Midwife,umum,,Healthcare,5,S,Provide prenatal care and childbirth assistance.
31-1121.00,Home Health Aides,Caregiver Lansia/Homecare,Perawat Pendamping; Home Health Aide,umum,Istilah 'caregiver' dipakai luas untuk perawatan lansia/pasien di rumah.,Healthcare,2,S,"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance"
31-1122.00,Personal Care Aides,Caregiver Pendamping Pribadi,Personal Care Aide,umum,Overlap dengan Home Health Aide; keduanya umum disebut 'caregiver' di Indonesia meski O*NET memisahkannya berdasarkan tingkat perawatan medis.,Healthcare,2,S,"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housek"
31-1131.00,Nursing Assistants,Asisten Perawat,Pembantu Orang Sakit; POS; Nursing Assistant,umum,,Healthcare,3,S,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and"
31-1132.00,Orderlies,Pekarya Kesehatan,Portir Rumah Sakit; Orderly,terbatas,"perlu verifikasi istilah pasti - peran pengantar pasien/alat di RS, penamaan bervariasi antar rumah sakit.",Healthcare,2,R,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides."
31-1133.00,Psychiatric Aides,Pekarya Kesehatan Jiwa,Perawat Pendamping RSJ; Psychiatric Aide,terbatas,"Peran pendamping di rumah sakit jiwa, belum jadi kategori pekerjaan yang berdiri sendiri secara luas.",Healthcare,2,S,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent pat"
31-2011.00,Occupational Therapy Assistants,Asisten Terapis Okupasi,Occupational Therapy Assistant,tidak_relevan,Jenjang asisten terpisah tidak umum di Indonesia; terapis okupasi langsung dari lulusan D3/D4 Terapi Okupasi.,Healthcare,3,S,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with state laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training"
31-2012.00,Occupational Therapy Aides,Pekarya Terapi Okupasi,Occupational Therapy Aide,tidak_relevan,Tidak ada jenjang ini secara terpisah di Indonesia.,Healthcare,3,S,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room."
31-2021.00,Physical Therapist Assistants,Asisten Fisioterapis,Physical Therapist Assistant,terbatas,Fisioterapi di Indonesia umumnya satu jenjang profesi tanpa lisensi asisten terpisah; istilah ini kadang dipakai informal di klinik.,Healthcare,3,S,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with state laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and "
31-2022.00,Physical Therapist Aides,Pekarya Fisioterapi,Physical Therapist Aide,tidak_relevan,Tidak ada jenjang ini secara terpisah di Indonesia.,Healthcare,2,S,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area."
31-9011.00,Massage Therapists,Terapis Pijat,Tukang Pijat; Massage Therapist,umum,,Healthcare,3,S,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans."
31-9091.00,Dental Assistants,Asisten Dokter Gigi,Perawat Gigi; Dental Assistant,umum,,Healthcare,3,C,"Perform limited clinical duties under the direction of a dentist. Clinical duties may include equipment preparation and sterilization, preparing patients for treatment, assisting the dentist during treatment, and providing patients with instructions for oral healthcare procedures. May perform admini"
31-9092.00,Medical Assistants,Medical Assistant,Asisten Medis,tidak_relevan,Tidak ada profesi gabungan administratif-klinis seperti di AS; fungsinya di Indonesia terpecah antara staf admin RS dan perawat/bidan.,Healthcare,3,C,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medi"
31-9093.00,Medical Equipment Preparers,Petugas Sterilisasi Alat Medis,CSSD; Central Sterile Supply Department Staff,umum,Istilah CSSD umum dipakai di RS untuk unit sterilisasi peralatan medis.,Healthcare,2,R,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment."
31-9094.00,Medical Transcriptionists,Transkripsionis Medis,Medical Transcriptionist,tidak_relevan,Profesi transkripsi medis terpisah tidak umum di Indonesia; dokumentasi rekam medis biasanya ditulis langsung oleh dokter atau staf rekam medis.,Healthcare,3,C,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations in"
31-9095.00,Pharmacy Aides,Asisten Apotek,Kasir Apotek; Pharmacy Aide,terbatas,Overlap dengan Tenaga Teknis Kefarmasian; level ini sering digabung dalam praktik apotek Indonesia.,Healthcare,2,C,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling."
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Asisten Dokter Hewan,Perawat Hewan; Veterinary Assistant,terbatas,Ada di klinik/RS hewan tapi jumlah dan regulasinya belum seluas paramedis veteriner.,Healthcare,2,R,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine postoperative care, administer medication "
31-9097.00,Phlebotomists,Flebotomis,Petugas Pengambil Darah; Phlebotomist,terbatas,"Istilah mulai dipakai lewat pelatihan sertifikasi flebotomi, meski fungsi ini juga sering dilakukan ATLM/perawat.",Healthcare,3,R,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions."
31-9099.00,"Healthcare Support Workers, All Other",Tenaga Penunjang Kesehatan Lainnya,Other Healthcare Support Workers,umum,Kategori sisa (catch-all).,Healthcare,,,All healthcare support workers not listed separately.
31-9099.01,Speech-Language Pathology Assistants,Asisten Terapis Wicara,Speech-Language Pathology Assistant,tidak_relevan,Jenjang asisten terpisah tidak umum di Indonesia; terapi wicara langsung dijalankan oleh Terapis Wicara berlisensi.,Healthcare,3,S,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems."
31-9099.02,Endoscopy Technicians,Teknisi Endoskopi,Endoscopy Technician,terbatas,"Fungsi ini umumnya dijalankan oleh perawat kamar endoskopi, belum jadi profesi berdiri sendiri yang luas.",Healthcare,2,R,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.
39-3012.00,Gambling and Sports Book Writers and Runners,Petugas Taruhan / Bandar Judi,Sports Book Writer,tidak_relevan,Perjudian ilegal di Indonesia; tidak ada profesi resmi/legal untuk peran ini.,Kreatif & Media Digital,2,C,"Post information enabling patrons to wager on various races and sporting events. Assist in the operation of games such as keno and bingo. May operate random number-generating equipment and announce the numbers for patrons. Receive, verify, and record patrons' wagers. Scan and process winning tickets"
39-5091.00,"Makeup Artists, Theatrical and Performance",Makeup Artist (MUA) Panggung/Film,Penata Rias;MUA,umum,,Kreatif & Media Digital,3,A,"Apply makeup to performers to reflect period, setting, and situation of their role."
41-1011.00,First-Line Supervisors of Retail Sales Workers,Kepala Toko,Supervisor Retail;Store Supervisor,umum,,E-commerce & Perdagangan,2,E,"Directly supervise and coordinate activities of retail sales workers in an establishment or department. Duties may include management functions, such as purchasing, budgeting, accounting, and personnel work, in addition to supervisory duties."
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales Supervisor,Supervisor Penjualan,umum,,E-commerce & Perdagangan,4,E,"Directly supervise and coordinate activities of sales workers other than retail sales workers. May perform duties such as budgeting, accounting, and personnel work, in addition to supervisory duties."
41-2011.00,Cashiers,Kasir,,umum,,E-commerce & Perdagangan,2,C,"Receive and disburse money in establishments other than financial institutions. May use electronic scanners, cash registers, or related equipment. May process credit or debit card transactions and validate checks."
41-2012.00,Gambling Change Persons and Booth Cashiers,-,Kasir Judi,tidak_relevan,Perjudian ilegal di Indonesia sehingga profesi ini praktis tidak ada,E-commerce & Perdagangan,2,C,"Exchange coins, tokens, and chips for patrons' money. May issue payoffs and obtain customer's signature on receipt. May operate a booth in the slot machine area and furnish change persons with money bank at the start of the shift, or count and audit money in drawers."
41-2021.00,Counter and Rental Clerks,Staff Rental,Petugas Loket Penyewaan;Counter Clerk,terbatas,"Ada terutama di rental kendaraan/alat, tapi tidak seumum peran ritel lain",E-commerce & Perdagangan,2,C,"Receive orders, generally in person, for repairs, rentals, and services. May describe available options, compute cost, and accept payment."
41-2022.00,Parts Salespersons,Sales Spare Part,Sales Suku Cadang,umum,"Umum di ritel otomotif/bengkel, bukan spesifik e-commerce",E-commerce & Perdagangan,2,R,Sell spare and replacement parts and equipment in repair shop or parts store.
41-2031.00,Retail Salespersons,Pramuniaga,Retail Sales Associate;Sales Toko,umum,,E-commerce & Perdagangan,2,E,"Sell merchandise, such as furniture, motor vehicles, appliances, or apparel to consumers."
41-3011.00,Advertising Sales Agents,Sales Iklan,Account Executive Media;Ad Sales,umum,,E-commerce & Perdagangan|Kreatif & Media Digital,4,E,"Sell or solicit advertising space, time, or media in publications, signage, TV, radio, or Internet establishments or public spaces."
41-3021.00,Insurance Sales Agents,Agen Asuransi,Insurance Sales Agent,umum,,E-commerce & Perdagangan,4,E,"Sell life, property, casualty, health, automotive, or other types of insurance. May refer clients to independent brokers, work as an independent broker, or be employed by an insurance company."
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Sales Sekuritas / Marketing Investasi,Financial Services Sales Agent,terbatas,perlu verifikasi apakah selalu mensyaratkan lisensi khusus (mis. WPPE) di tiap peran; tebakan terbaik: tenaga pemasaran produk investasi/sekuritas.,Perbankan & Fintech|E-commerce & Perdagangan,4,E,"Buy and sell securities or commodities in investment and trading firms, or provide financial services to businesses and individuals. May advise customers about stocks, bonds, mutual funds, commodities, and market conditions."
