soc_code,attribute_code,layer,score,rank_in_layer,is_dominant,dna_source
29-2035.00,INT_PENDIDIKAN,INTEREST,22.5,5,False,onet
29-2035.00,INT_BISNIS,INTEREST,15.83,6,False,onet
29-2035.00,INT_KEUANGAN,INTEREST,6.83,7,False,onet
29-2035.00,INT_HUKUM,INTEREST,3.39,8,False,onet
29-2035.00,INT_KREATIVITAS,INTEREST,2.05,9,False,onet
29-2035.00,INT_LINGKUNGAN,INTEREST,0.0,10,False,onet
29-2035.00,ACT_MEMBANGUN,ACTIVITY,87.22,1,True,onet
29-2035.00,ACT_MEMBANTU,ACTIVITY,83.08,2,True,onet
29-2035.00,ACT_OPERASIONAL,ACTIVITY,82.9,3,True,onet
29-2035.00,ACT_RISET,ACTIVITY,75.09,4,True,onet
29-2035.00,ACT_PROBLEM,ACTIVITY,73.29,5,False,onet
29-2035.00,ACT_QC,ACTIVITY,70.62,6,False,onet
29-2035.00,ACT_MENGAJAR,ACTIVITY,68.21,7,False,onet
29-2035.00,ACT_ANALISA,ACTIVITY,60.92,8,False,onet
29-2035.00,ACT_KOMUNIKASI,ACTIVITY,59.91,9,False,onet
29-2035.00,ACT_DESAIN,ACTIVITY,56.76,10,False,onet
29-2035.00,ACT_MEMIMPIN,ACTIVITY,56.43,11,False,onet
29-2035.00,ACT_MENJUAL,ACTIVITY,44.94,12,False,onet
29-2035.00,SKL_KETELITIAN,SKILL,67.77,1,True,onet
29-2035.00,SKL_KOLABORASI,SKILL,67.19,2,True,onet
29-2035.00,SKL_WAKTU,SKILL,62.9,3,True,onet
29-2035.00,SKL_KOMUNIKASI,SKILL,58.66,4,True,onet
29-2035.00,SKL_EMPATI,SKILL,56.44,5,True,onet
29-2035.00,SKL_PRESENTASI,SKILL,50.18,6,False,onet
29-2035.00,SKL_BELAJAR,SKILL,48.36,7,False,onet
29-2035.00,SKL_CRITICAL,SKILL,47.45,8,False,onet
29-2035.00,SKL_ADAPTABILITAS,SKILL,45.41,9,False,onet
29-2035.00,SKL_NEGOSIASI,SKILL,44.89,10,False,onet
29-2035.00,SKL_KEPUTUSAN,SKILL,42.78,11,False,onet
29-2035.00,SKL_LOGIKA,SKILL,41.85,12,False,onet
29-2035.00,SKL_KREATIVITAS,SKILL,41.33,13,False,onet
29-2035.00,SKL_NUMERIK,SKILL,39.81,14,False,onet
29-2035.00,SKL_PERENCANAAN,SKILL,34.44,15,False,onet
29-2035.00,SKL_KEPEMIMPINAN,SKILL,30.9,16,False,onet
29-2035.00,ENV_KANTOR,ENVIRONMENT,83.37,1,True,onet
29-2035.00,ENV_RS,ENVIRONMENT,81.05,2,True,onet
29-2035.00,ENV_HYBRID,ENVIRONMENT,76.58,3,True,rule
29-2035.00,ENV_PABRIK,ENVIRONMENT,66.42,4,False,onet
29-2035.00,ENV_REMOTE,ENVIRONMENT,64.37,5,False,rule
29-2035.00,ENV_SEKOLAH,ENVIRONMENT,47.75,6,False,onet
29-2035.00,ENV_LAB,ENVIRONMENT,29.23,7,False,onet
29-2035.00,ENV_ONSITE,ENVIRONMENT,25.14,8,False,onet
29-2035.00,WSY_DETAIL,WORKSTYLE,89.82,1,True,onet
29-2035.00,WSY_TERSTRUKTUR,WORKSTYLE,87.72,2,True,onet
29-2035.00,WSY_KOLABORATIF,WORKSTYLE,77.3,3,False,onet
29-2035.00,WSY_PELAYANAN,WORKSTYLE,67.55,4,False,onet
29-2035.00,WSY_BERUBAH,WORKSTYLE,46.95,5,False,onet
29-2035.00,WSY_DINAMIS,WORKSTYLE,41.12,6,False,onet
29-2035.00,WSY_TARGET,WORKSTYLE,40.29,7,False,onet
29-2035.00,WSY_MANDIRI,WORKSTYLE,37.87,8,False,onet
29-2036.00,INT_RISET,INTEREST,78.83,1,True,onet
29-2036.00,INT_KESEHATAN,INTEREST,74.0,2,True,onet
29-2036.00,INT_TEKNOLOGI,INTEREST,58.4,3,True,onet
29-2036.00,INT_PENDIDIKAN,INTEREST,26.33,4,False,onet
29-2036.00,INT_BISNIS,INTEREST,15.87,5,False,onet
29-2036.00,INT_KEUANGAN,INTEREST,12.5,6,False,onet
29-2036.00,INT_SOSIAL,INTEREST,11.45,7,False,onet
29-2036.00,INT_KREATIVITAS,INTEREST,4.0,8,False,onet
29-2036.00,INT_HUKUM,INTEREST,2.03,9,False,onet
29-2036.00,INT_LINGKUNGAN,INTEREST,0.0,10,False,onet
29-2036.00,ACT_MEMBANGUN,ACTIVITY,95.0,1,True,onet
29-2036.00,ACT_OPERASIONAL,ACTIVITY,84.68,2,True,onet
29-2036.00,ACT_RISET,ACTIVITY,80.43,3,True,onet
29-2036.00,ACT_ANALISA,ACTIVITY,79.58,4,True,onet
29-2036.00,ACT_PROBLEM,ACTIVITY,79.35,5,False,onet
29-2036.00,ACT_KOMUNIKASI,ACTIVITY,71.37,6,False,onet
29-2036.00,ACT_DESAIN,ACTIVITY,67.87,7,False,onet
29-2036.00,ACT_QC,ACTIVITY,64.95,8,False,onet
29-2036.00,ACT_MEMIMPIN,ACTIVITY,55.48,9,False,onet
29-2036.00,ACT_MENJUAL,ACTIVITY,47.72,10,False,onet
29-2036.00,ACT_MENGAJAR,ACTIVITY,47.66,11,False,onet
29-2036.00,ACT_MEMBANTU,ACTIVITY,38.07,12,False,onet
29-2036.00,SKL_WAKTU,SKILL,85.43,1,True,onet
29-2036.00,SKL_CRITICAL,SKILL,73.52,2,True,onet
29-2036.00,SKL_KEPUTUSAN,SKILL,72.7,3,True,onet
29-2036.00,SKL_LOGIKA,SKILL,72.56,4,True,onet
29-2036.00,SKL_ADAPTABILITAS,SKILL,68.72,5,True,onet
29-2036.00,SKL_KETELITIAN,SKILL,68.43,6,False,onet
29-2036.00,SKL_KOMUNIKASI,SKILL,67.6,7,False,onet
29-2036.00,SKL_BELAJAR,SKILL,65.91,8,False,onet
29-2036.00,SKL_KOLABORASI,SKILL,62.92,9,False,onet
29-2036.00,SKL_NUMERIK,SKILL,61.38,10,False,onet
29-2036.00,SKL_KREATIVITAS,SKILL,58.18,11,False,onet
29-2036.00,SKL_KEPEMIMPINAN,SKILL,50.96,12,False,onet
29-2036.00,SKL_PERENCANAAN,SKILL,50.65,13,False,onet
29-2036.00,SKL_EMPATI,SKILL,48.69,14,False,onet
29-2036.00,SKL_PRESENTASI,SKILL,47.27,15,False,onet
29-2036.00,SKL_NEGOSIASI,SKILL,42.68,16,False,onet
29-2036.00,ENV_HYBRID,ENVIRONMENT,96.27,1,True,rule
29-2036.00,ENV_KANTOR,ENVIRONMENT,94.94,2,True,onet
29-2036.00,ENV_REMOTE,ENVIRONMENT,93.32,3,True,rule
29-2036.00,ENV_LAB,ENVIRONMENT,46.75,4,False,onet
29-2036.00,ENV_RS,ENVIRONMENT,41.04,5,False,onet
29-2036.00,ENV_PABRIK,ENVIRONMENT,33.18,6,False,onet
29-2036.00,ENV_SEKOLAH,ENVIRONMENT,31.1,7,False,onet
29-2036.00,ENV_ONSITE,ENVIRONMENT,4.06,8,False,onet
29-2036.00,WSY_DETAIL,WORKSTYLE,100.0,1,True,onet
29-2036.00,WSY_TERSTRUKTUR,WORKSTYLE,97.51,2,True,onet
29-2036.00,WSY_KOLABORATIF,WORKSTYLE,68.67,3,False,onet
29-2036.00,WSY_BERUBAH,WORKSTYLE,63.82,4,False,onet
29-2036.00,WSY_DINAMIS,WORKSTYLE,62.62,5,False,onet
29-2036.00,WSY_TARGET,WORKSTYLE,61.6,6,False,onet
29-2036.00,WSY_MANDIRI,WORKSTYLE,54.78,7,False,onet
29-2036.00,WSY_PELAYANAN,WORKSTYLE,45.22,8,False,onet
29-2042.00,INT_KESEHATAN,INTEREST,93.12,1,True,onet
29-2042.00,INT_SOSIAL,INTEREST,63.3,2,True,onet
29-2042.00,INT_TEKNOLOGI,INTEREST,54.88,3,True,onet
29-2042.00,INT_HUKUM,INTEREST,36.1,4,False,onet
29-2042.00,INT_RISET,INTEREST,18.5,5,False,onet
29-2042.00,INT_PENDIDIKAN,INTEREST,17.0,6,False,onet
29-2042.00,INT_BISNIS,INTEREST,11.01,7,False,onet
29-2042.00,INT_LINGKUNGAN,INTEREST,8.05,8,False,onet
29-2042.00,INT_KEUANGAN,INTEREST,3.33,9,False,onet
29-2042.00,INT_KREATIVITAS,INTEREST,1.71,10,False,onet
29-2042.00,ACT_MEMBANTU,ACTIVITY,82.48,1,True,inherited:53-3011.00
29-2042.00,ACT_OPERASIONAL,ACTIVITY,74.7,2,True,inherited:53-3011.00
29-2042.00,ACT_QC,ACTIVITY,74.55,3,True,inherited:53-3011.00
29-2042.00,ACT_ANALISA,ACTIVITY,70.0,4,True,inherited:53-3011.00
29-2042.00,ACT_KOMUNIKASI,ACTIVITY,61.57,5,False,inherited:53-3011.00
29-2042.00,ACT_PROBLEM,ACTIVITY,58.98,6,False,inherited:53-3011.00
29-2042.00,ACT_RISET,ACTIVITY,58.01,7,False,inherited:53-3011.00
29-2042.00,ACT_MEMIMPIN,ACTIVITY,55.12,8,False,inherited:53-3011.00
29-2042.00,ACT_MEMBANGUN,ACTIVITY,54.19,9,False,inherited:53-3011.00
29-2042.00,ACT_DESAIN,ACTIVITY,53.45,10,False,inherited:53-3011.00
29-2042.00,ACT_MENGAJAR,ACTIVITY,51.24,11,False,inherited:53-3011.00
29-2042.00,ACT_MENJUAL,ACTIVITY,44.03,12,False,inherited:53-3011.00
29-2042.00,SKL_WAKTU,SKILL,98.01,1,True,onet
29-2042.00,SKL_ADAPTABILITAS,SKILL,90.91,2,True,onet
29-2042.00,SKL_KOLABORASI,SKILL,79.59,3,True,onet
29-2042.00,SKL_EMPATI,SKILL,79.29,4,True,onet
29-2042.00,SKL_KETELITIAN,SKILL,71.55,5,True,onet
29-2042.00,SKL_KEPEMIMPINAN,SKILL,56.72,6,False,onet
29-2042.00,SKL_BELAJAR,SKILL,48.35,7,False,onet
29-2042.00,SKL_KREATIVITAS,SKILL,20.87,8,False,onet
29-2042.00,ENV_RS,ENVIRONMENT,78.24,1,True,inherited:53-3011.00
29-2042.00,ENV_ONSITE,ENVIRONMENT,65.21,2,True,inherited:53-3011.00
29-2042.00,ENV_KANTOR,ENVIRONMENT,52.86,3,True,inherited:53-3011.00
29-2042.00,ENV_HYBRID,ENVIRONMENT,45.64,4,False,inherited:53-3011.00
29-2042.00,ENV_SEKOLAH,ENVIRONMENT,42.94,5,False,inherited:53-3011.00
29-2042.00,ENV_LAB,ENVIRONMENT,42.4,6,False,inherited:53-3011.00
29-2042.00,ENV_PABRIK,ENVIRONMENT,41.18,7,False,inherited:53-3011.00
29-2042.00,ENV_REMOTE,ENVIRONMENT,35.37,8,False,inherited:53-3011.00
29-2042.00,WSY_BERUBAH,WORKSTYLE,94.39,1,True,onet
29-2042.00,WSY_KOLABORATIF,WORKSTYLE,78.15,2,True,onet
29-2042.00,WSY_PELAYANAN,WORKSTYLE,75.57,3,False,onet
29-2042.00,WSY_TERSTRUKTUR,WORKSTYLE,73.82,4,False,onet
29-2042.00,WSY_DETAIL,WORKSTYLE,72.12,5,False,onet
29-2042.00,WSY_MANDIRI,WORKSTYLE,70.77,6,False,onet
29-2042.00,WSY_TARGET,WORKSTYLE,61.14,7,False,onet
29-2042.00,WSY_DINAMIS,WORKSTYLE,49.09,8,False,onet
29-2043.00,INT_KESEHATAN,INTEREST,97.82,1,True,onet
29-2043.00,INT_SOSIAL,INTEREST,55.72,2,True,onet
29-2043.00,INT_TEKNOLOGI,INTEREST,45.64,3,True,onet
29-2043.00,INT_HUKUM,INTEREST,36.78,4,False,onet
29-2043.00,INT_PENDIDIKAN,INTEREST,26.83,5,False,onet
29-2043.00,INT_RISET,INTEREST,20.0,6,False,onet
29-2043.00,INT_BISNIS,INTEREST,13.64,7,False,onet
29-2043.00,INT_LINGKUNGAN,INTEREST,6.34,8,False,onet
29-2043.00,INT_KEUANGAN,INTEREST,2.83,9,False,onet
29-2043.00,INT_KREATIVITAS,INTEREST,0.85,10,False,onet
29-2043.00,ACT_MEMBANTU,ACTIVITY,82.48,1,True,inherited:29-2042.00
29-2043.00,ACT_OPERASIONAL,ACTIVITY,74.7,2,True,inherited:29-2042.00
29-2043.00,ACT_QC,ACTIVITY,74.55,3,True,inherited:29-2042.00
29-2043.00,ACT_ANALISA,ACTIVITY,70.0,4,True,inherited:29-2042.00
29-2043.00,ACT_KOMUNIKASI,ACTIVITY,61.57,5,False,inherited:29-2042.00
29-2043.00,ACT_PROBLEM,ACTIVITY,58.98,6,False,inherited:29-2042.00
29-2043.00,ACT_RISET,ACTIVITY,58.01,7,False,inherited:29-2042.00
29-2043.00,ACT_MEMIMPIN,ACTIVITY,55.12,8,False,inherited:29-2042.00
29-2043.00,ACT_MEMBANGUN,ACTIVITY,54.19,9,False,inherited:29-2042.00
29-2043.00,ACT_DESAIN,ACTIVITY,53.45,10,False,inherited:29-2042.00
29-2043.00,ACT_MENGAJAR,ACTIVITY,51.24,11,False,inherited:29-2042.00
29-2043.00,ACT_MENJUAL,ACTIVITY,44.03,12,False,inherited:29-2042.00
29-2043.00,SKL_WAKTU,SKILL,98.01,1,True,onet
29-2043.00,SKL_ADAPTABILITAS,SKILL,93.94,2,True,onet
29-2043.00,SKL_EMPATI,SKILL,78.4,3,True,onet
29-2043.00,SKL_KOLABORASI,SKILL,74.96,4,True,onet
29-2043.00,SKL_KETELITIAN,SKILL,71.55,5,True,onet
29-2043.00,SKL_KEPEMIMPINAN,SKILL,63.7,6,False,onet
29-2043.00,SKL_BELAJAR,SKILL,51.85,7,False,onet
29-2043.00,SKL_KREATIVITAS,SKILL,45.54,8,False,onet
29-2043.00,ENV_RS,ENVIRONMENT,78.24,1,True,inherited:29-2042.00
29-2043.00,ENV_ONSITE,ENVIRONMENT,65.21,2,True,inherited:29-2042.00
29-2043.00,ENV_KANTOR,ENVIRONMENT,52.86,3,True,inherited:29-2042.00
29-2043.00,ENV_HYBRID,ENVIRONMENT,45.64,4,False,inherited:29-2042.00
29-2043.00,ENV_SEKOLAH,ENVIRONMENT,42.94,5,False,inherited:29-2042.00
29-2043.00,ENV_LAB,ENVIRONMENT,42.4,6,False,inherited:29-2042.00
29-2043.00,ENV_PABRIK,ENVIRONMENT,41.18,7,False,inherited:29-2042.00
29-2043.00,ENV_REMOTE,ENVIRONMENT,35.37,8,False,inherited:29-2042.00
29-2043.00,WSY_BERUBAH,WORKSTYLE,95.27,1,True,onet
29-2043.00,WSY_TERSTRUKTUR,WORKSTYLE,78.03,2,True,onet
29-2043.00,WSY_KOLABORATIF,WORKSTYLE,73.92,3,False,onet
29-2043.00,WSY_DETAIL,WORKSTYLE,72.12,4,False,onet
29-2043.00,WSY_DINAMIS,WORKSTYLE,62.25,5,False,onet
29-2043.00,WSY_PELAYANAN,WORKSTYLE,58.44,6,False,onet
29-2043.00,WSY_MANDIRI,WORKSTYLE,53.86,7,False,onet
29-2043.00,WSY_TARGET,WORKSTYLE,49.72,8,False,onet
29-2051.00,INT_KESEHATAN,INTEREST,66.11,1,True,onet
29-2051.00,INT_SOSIAL,INTEREST,52.02,2,True,onet
29-2051.00,INT_KREATIVITAS,INTEREST,45.66,3,True,onet
29-2051.00,INT_PENDIDIKAN,INTEREST,42.17,4,False,onet
29-2051.00,INT_BISNIS,INTEREST,30.03,5,False,onet
29-2051.00,INT_RISET,INTEREST,24.83,6,False,onet
29-2051.00,INT_KEUANGAN,INTEREST,14.33,7,False,onet
29-2051.00,INT_TEKNOLOGI,INTEREST,13.94,8,False,onet
29-2051.00,INT_HUKUM,INTEREST,4.24,9,False,onet
29-2051.00,INT_LINGKUNGAN,INTEREST,2.33,10,False,onet
29-2051.00,ACT_ANALISA,ACTIVITY,94.29,1,True,onet
29-2051.00,ACT_QC,ACTIVITY,86.11,2,True,onet
29-2051.00,ACT_MEMBANTU,ACTIVITY,82.78,3,True,onet
29-2051.00,ACT_OPERASIONAL,ACTIVITY,74.29,4,True,onet
29-2051.00,ACT_PROBLEM,ACTIVITY,74.01,5,False,onet
29-2051.00,ACT_RISET,ACTIVITY,73.67,6,False,onet
29-2051.00,ACT_MEMIMPIN,ACTIVITY,71.44,7,False,onet
29-2051.00,ACT_MENGAJAR,ACTIVITY,71.35,8,False,onet
29-2051.00,ACT_MENJUAL,ACTIVITY,68.95,9,False,onet
29-2051.00,ACT_KOMUNIKASI,ACTIVITY,68.48,10,False,onet
29-2051.00,ACT_DESAIN,ACTIVITY,60.66,11,False,onet
29-2051.00,ACT_MEMBANGUN,ACTIVITY,51.14,12,False,onet
29-2051.00,SKL_KOLABORASI,SKILL,66.43,1,True,onet
29-2051.00,SKL_KETELITIAN,SKILL,63.45,2,True,onet
29-2051.00,SKL_WAKTU,SKILL,57.78,3,True,onet
29-2051.00,SKL_EMPATI,SKILL,56.14,4,True,onet
29-2051.00,SKL_LOGIKA,SKILL,53.22,5,True,onet
29-2051.00,SKL_KREATIVITAS,SKILL,51.97,6,False,onet
29-2051.00,SKL_ADAPTABILITAS,SKILL,50.76,7,False,onet
29-2051.00,SKL_KEPUTUSAN,SKILL,50.24,8,False,onet
29-2051.00,SKL_BELAJAR,SKILL,50.21,9,False,onet
29-2051.00,SKL_NEGOSIASI,SKILL,49.68,10,False,onet
29-2051.00,SKL_KOMUNIKASI,SKILL,49.48,11,False,onet
29-2051.00,SKL_NUMERIK,SKILL,48.64,12,False,onet
29-2051.00,SKL_PRESENTASI,SKILL,46.9,13,False,onet
29-2051.00,SKL_KEPEMIMPINAN,SKILL,44.2,14,False,onet
29-2051.00,SKL_CRITICAL,SKILL,42.1,15,False,onet
29-2051.00,SKL_PERENCANAAN,SKILL,41.57,16,False,onet
29-2051.00,ENV_RS,ENVIRONMENT,85.2,1,True,onet
29-2051.00,ENV_KANTOR,ENVIRONMENT,61.47,2,True,onet
29-2051.00,ENV_HYBRID,ENVIRONMENT,56.97,3,True,rule
29-2051.00,ENV_SEKOLAH,ENVIRONMENT,56.29,4,False,onet
29-2051.00,ENV_ONSITE,ENVIRONMENT,45.52,5,False,onet
29-2051.00,ENV_PABRIK,ENVIRONMENT,41.7,6,False,onet
29-2051.00,ENV_REMOTE,ENVIRONMENT,35.43,7,False,rule
29-2051.00,ENV_LAB,ENVIRONMENT,32.46,8,False,onet
29-2051.00,WSY_DETAIL,WORKSTYLE,82.3,1,True,onet
29-2051.00,WSY_KOLABORATIF,WORKSTYLE,76.25,2,True,onet
29-2051.00,WSY_TERSTRUKTUR,WORKSTYLE,71.38,3,False,onet
29-2051.00,WSY_PELAYANAN,WORKSTYLE,66.13,4,False,onet
29-2051.00,WSY_DINAMIS,WORKSTYLE,48.88,5,False,onet
29-2051.00,WSY_MANDIRI,WORKSTYLE,45.04,6,False,onet
29-2051.00,WSY_BERUBAH,WORKSTYLE,38.45,7,False,onet
29-2051.00,WSY_TARGET,WORKSTYLE,34.34,8,False,onet
29-2052.00,INT_KESEHATAN,INTEREST,60.4,1,True,onet
29-2052.00,INT_BISNIS,INTEREST,51.64,2,True,onet
29-2052.00,INT_SOSIAL,INTEREST,26.24,3,True,onet
29-2052.00,INT_KEUANGAN,INTEREST,21.33,4,False,onet
29-2052.00,INT_TEKNOLOGI,INTEREST,18.47,5,False,onet
29-2052.00,INT_RISET,INTEREST,15.83,6,False,onet
29-2052.00,INT_HUKUM,INTEREST,9.34,7,False,onet
29-2052.00,INT_PENDIDIKAN,INTEREST,5.5,8,False,onet
29-2052.00,INT_KREATIVITAS,INTEREST,0.69,9,False,onet
29-2052.00,INT_LINGKUNGAN,INTEREST,0.0,10,False,onet
29-2052.00,ACT_MEMBANGUN,ACTIVITY,77.5,1,True,onet
29-2052.00,ACT_MEMBANTU,ACTIVITY,73.02,2,True,onet
29-2052.00,ACT_QC,ACTIVITY,71.9,3,True,onet
29-2052.00,ACT_OPERASIONAL,ACTIVITY,70.07,4,True,onet
29-2052.00,ACT_ANALISA,ACTIVITY,69.52,5,False,onet
29-2052.00,ACT_KOMUNIKASI,ACTIVITY,64.54,6,False,onet
29-2052.00,ACT_MENGAJAR,ACTIVITY,64.46,7,False,onet
29-2052.00,ACT_MENJUAL,ACTIVITY,61.58,8,False,onet
29-2052.00,ACT_RISET,ACTIVITY,57.3,9,False,onet
29-2052.00,ACT_PROBLEM,ACTIVITY,54.07,10,False,onet
29-2052.00,ACT_MEMIMPIN,ACTIVITY,52.06,11,False,onet
29-2052.00,ACT_DESAIN,ACTIVITY,27.33,12,False,onet
29-2052.00,SKL_KETELITIAN,SKILL,65.78,1,True,onet
29-2052.00,SKL_WAKTU,SKILL,62.9,2,True,onet
29-2052.00,SKL_KOMUNIKASI,SKILL,61.12,3,True,onet
29-2052.00,SKL_KOLABORASI,SKILL,56.75,4,True,onet
29-2052.00,SKL_NUMERIK,SKILL,51.85,5,True,onet
29-2052.00,SKL_PRESENTASI,SKILL,47.44,6,False,onet
29-2052.00,SKL_EMPATI,SKILL,46.57,7,False,onet
29-2052.00,SKL_CRITICAL,SKILL,44.77,8,False,onet
29-2052.00,SKL_BELAJAR,SKILL,43.98,9,False,onet
29-2052.00,SKL_ADAPTABILITAS,SKILL,43.93,10,False,onet
29-2052.00,SKL_KEPUTUSAN,SKILL,42.46,11,False,onet
29-2052.00,SKL_PERENCANAAN,SKILL,38.74,12,False,onet
29-2052.00,SKL_LOGIKA,SKILL,37.27,13,False,onet
29-2052.00,SKL_KREATIVITAS,SKILL,29.77,14,False,onet
29-2052.00,SKL_KEPEMIMPINAN,SKILL,29.74,15,False,onet
29-2052.00,SKL_NEGOSIASI,SKILL,25.49,16,False,onet
29-2052.00,ENV_KANTOR,ENVIRONMENT,69.9,1,True,onet
29-2052.00,ENV_HYBRID,ENVIRONMENT,64.7,2,True,rule
29-2052.00,ENV_RS,ENVIRONMENT,60.68,3,True,onet
29-2052.00,ENV_REMOTE,ENVIRONMENT,51.28,4,False,rule
29-2052.00,ENV_ONSITE,ENVIRONMENT,47.93,5,False,onet
29-2052.00,ENV_PABRIK,ENVIRONMENT,44.01,6,False,onet
29-2052.00,ENV_SEKOLAH,ENVIRONMENT,40.8,7,False,onet
29-2052.00,ENV_LAB,ENVIRONMENT,30.81,8,False,onet
29-2052.00,WSY_DETAIL,WORKSTYLE,100.0,1,True,onet
29-2052.00,WSY_TERSTRUKTUR,WORKSTYLE,90.65,2,True,onet
29-2052.00,WSY_KOLABORATIF,WORKSTYLE,63.01,3,False,onet
29-2052.00,WSY_PELAYANAN,WORKSTYLE,45.91,4,False,onet
29-2052.00,WSY_BERUBAH,WORKSTYLE,36.97,5,False,onet
29-2052.00,WSY_TARGET,WORKSTYLE,33.58,6,False,onet
29-2052.00,WSY_MANDIRI,WORKSTYLE,30.33,7,False,onet
29-2052.00,WSY_DINAMIS,WORKSTYLE,17.46,8,False,onet
29-2053.00,INT_SOSIAL,INTEREST,92.42,1,True,onet
29-2053.00,INT_KESEHATAN,INTEREST,86.91,2,True,onet
29-2053.00,INT_RISET,INTEREST,58.52,3,True,onet
29-2053.00,INT_PENDIDIKAN,INTEREST,45.17,4,False,onet
29-2053.00,INT_HUKUM,INTEREST,29.66,5,False,onet
29-2053.00,INT_TEKNOLOGI,INTEREST,18.99,6,False,onet
29-2053.00,INT_BISNIS,INTEREST,12.59,7,False,onet
29-2053.00,INT_KREATIVITAS,INTEREST,2.05,8,False,onet
29-2053.00,INT_KEUANGAN,INTEREST,0.5,9,False,onet
29-2053.00,INT_LINGKUNGAN,INTEREST,0.34,10,False,onet
29-2053.00,ACT_MEMBANTU,ACTIVITY,97.89,1,True,onet
29-2053.00,ACT_MENJUAL,ACTIVITY,93.04,2,True,onet
29-2053.00,ACT_KOMUNIKASI,ACTIVITY,84.58,3,True,onet
29-2053.00,ACT_ANALISA,ACTIVITY,83.29,4,True,onet
29-2053.00,ACT_OPERASIONAL,ACTIVITY,72.92,5,False,onet
29-2053.00,ACT_MEMIMPIN,ACTIVITY,67.31,6,False,onet
29-2053.00,ACT_QC,ACTIVITY,65.28,7,False,onet
29-2053.00,ACT_MENGAJAR,ACTIVITY,63.87,8,False,onet
29-2053.00,ACT_PROBLEM,ACTIVITY,59.05,9,False,onet
29-2053.00,ACT_MEMBANGUN,ACTIVITY,48.62,10,False,onet
29-2053.00,ACT_RISET,ACTIVITY,46.98,11,False,onet
29-2053.00,ACT_DESAIN,ACTIVITY,41.44,12,False,onet
29-2053.00,SKL_KOLABORASI,SKILL,89.42,1,True,onet
29-2053.00,SKL_EMPATI,SKILL,82.53,2,True,onet
29-2053.00,SKL_ADAPTABILITAS,SKILL,69.08,3,True,onet
29-2053.00,SKL_KOMUNIKASI,SKILL,64.5,4,True,onet
29-2053.00,SKL_WAKTU,SKILL,62.9,5,True,onet
29-2053.00,SKL_KEPEMIMPINAN,SKILL,58.07,6,False,onet
29-2053.00,SKL_NEGOSIASI,SKILL,56.93,7,False,onet
29-2053.00,SKL_LOGIKA,SKILL,56.59,8,False,onet
29-2053.00,SKL_PRESENTASI,SKILL,56.27,9,False,onet
29-2053.00,SKL_KEPUTUSAN,SKILL,53.02,10,False,onet
29-2053.00,SKL_CRITICAL,SKILL,49.79,11,False,onet
29-2053.00,SKL_KETELITIAN,SKILL,47.23,12,False,onet
29-2053.00,SKL_BELAJAR,SKILL,46.22,13,False,onet
29-2053.00,SKL_KREATIVITAS,SKILL,45.94,14,False,onet
29-2053.00,SKL_PERENCANAAN,SKILL,33.97,15,False,onet
29-2053.00,SKL_NUMERIK,SKILL,25.87,16,False,onet
29-2053.00,ENV_RS,ENVIRONMENT,80.49,1,True,onet
29-2053.00,ENV_KANTOR,ENVIRONMENT,66.69,2,True,onet
29-2053.00,ENV_HYBRID,ENVIRONMENT,66.48,3,True,rule
29-2053.00,ENV_SEKOLAH,ENVIRONMENT,48.72,4,False,onet
29-2053.00,ENV_ONSITE,ENVIRONMENT,47.39,5,False,onet
29-2053.00,ENV_REMOTE,ENVIRONMENT,40.85,6,False,rule
29-2053.00,ENV_LAB,ENVIRONMENT,26.0,7,False,onet
29-2053.00,ENV_PABRIK,ENVIRONMENT,20.51,8,False,onet
29-2053.00,WSY_PELAYANAN,WORKSTYLE,92.39,1,True,onet
29-2053.00,WSY_KOLABORATIF,WORKSTYLE,87.29,2,True,onet
29-2053.00,WSY_BERUBAH,WORKSTYLE,78.91,3,False,onet
29-2053.00,WSY_TERSTRUKTUR,WORKSTYLE,69.03,4,False,onet
29-2053.00,WSY_DETAIL,WORKSTYLE,62.83,5,False,onet
29-2053.00,WSY_DINAMIS,WORKSTYLE,57.33,6,False,onet
29-2053.00,WSY_MANDIRI,WORKSTYLE,52.02,7,False,onet
29-2053.00,WSY_TARGET,WORKSTYLE,41.98,8,False,onet
29-2055.00,INT_KESEHATAN,INTEREST,88.93,1,True,onet
29-2055.00,INT_TEKNOLOGI,INTEREST,29.79,2,True,onet
29-2055.00,INT_RISET,INTEREST,16.33,3,True,onet
29-2055.00,INT_SOSIAL,INTEREST,9.26,4,False,onet
29-2055.00,INT_PENDIDIKAN,INTEREST,9.0,5,False,onet
29-2055.00,INT_KEUANGAN,INTEREST,2.83,6,False,onet
29-2055.00,INT_BISNIS,INTEREST,2.45,7,False,onet
29-2055.00,INT_KREATIVITAS,INTEREST,0.69,8,False,onet
29-2055.00,INT_HUKUM,INTEREST,0.0,9,False,onet
29-2055.00,INT_LINGKUNGAN,INTEREST,0.0,10,False,onet
29-2055.00,ACT_MEMBANTU,ACTIVITY,84.89,1,True,onet
29-2055.00,ACT_QC,ACTIVITY,84.73,2,True,onet
29-2055.00,ACT_ANALISA,ACTIVITY,80.95,3,True,onet
29-2055.00,ACT_KOMUNIKASI,ACTIVITY,74.89,4,True,onet
29-2055.00,ACT_RISET,ACTIVITY,72.6,5,False,onet
